comment_id,text,text_clean,text_filtered,tokens
511,Yes this and iOS 7,yes this and ios,yes ios,"['yes', 'ios']"
512,Lol same,lol same,lol,['lol']
513,Haha same,haha same,haha,['haha']
514,Rigjt,rigjt,rigjt,['rigjt']
515,Yeah- it’s okay. It’s not super great.,yeah its okay its not super great,yeah okay super great,"['yeah', 'okay', 'super', 'great']"
516,"This was the only time, since I am alive , that there has been INNOVATION",this was the only time since i am alive that there has been innovation,time since alive innovation,"['time', 'since', 'alive', 'innovation']"
517,Me too,me too,,[]
518,Couple more hours and it’s ready to download,couple more hours and its ready to download,couple hours ready download,"['couple', 'hours', 'ready', 'download']"
519,Shane B 1 hour now,shane b hour now,shane hour,"['shane', 'hour']"
520,Shane B hour and 5 min,shane b hour and min,shane hour min,"['shane', 'hour', 'min']"
521,"I don’t get why people think this is a good update. This is the most boring update I’ve seen, and I’ve been primarily using iphones since the 4s.",i dont get why people think this is a good update this is the most boring update ive seen and ive been primarily using iphones since the s,dont get people think good update boring update ive seen ive primarily using iphones since,"['dont', 'get', 'people', 'think', 'good', 'update', 'boring', 'update', 'ive', 'seen', 'ive', 'primarily', 'using', 'iphones', 'since']"
522, @TellurdogIsayhi  You're exaggerating beyond belief. It's definitely a huge update. Just not as big compared to iOS7.,you re exaggerating beyond belief it s definitely a huge update just not as big compared to ios,exaggerating beyond belief definitely huge update big compared ios,"['exaggerating', 'beyond', 'belief', 'definitely', 'huge', 'update', 'big', 'compared', 'ios']"
523,"Good point, must be the same person holding their hands together then.",good point must be the same person holding their hands together then,good point must person holding hands together,"['good', 'point', 'must', 'person', 'holding', 'hands', 'together']"
524,Connor lonely high five haha,connor lonely high five haha,connor lonely high five haha,"['connor', 'lonely', 'high', 'five', 'haha']"
525, @Voyager120  It could be school kids having same uniform 🙇🏻‍♂️,it could be school kids having same uniform,could school kids uniform,"['could', 'school', 'kids', 'uniform']"
526,if it was high five...there also would be.. like clapping effect around the hands..,if it was high five there also would be like clapping effect around the hands,high five also would like clapping effect around hands,"['high', 'five', 'also', 'would', 'like', 'clapping', 'effect', 'around', 'hands']"
527,if it were a high five one side would have a thumb,if it were a high five one side would have a thumb,high five one side would thumb,"['high', 'five', 'one', 'side', 'would', 'thumb']"
528,"Alex Weaver well, if one is a lefty and the other is a righty then it still would be a high five",alex weaver well if one is a lefty and the other is a righty then it still would be a high five,alex weaver well one lefty righty still would high five,"['alex', 'weaver', 'well', 'one', 'lefty', 'righty', 'still', 'would', 'high', 'five']"
529, @alexweaver6994  not if one of the guys is using his left hand and the other one his right hand.,not if one of the guys is using his left hand and the other one his right hand,one guys using left hand one right hand,"['one', 'guys', 'using', 'left', 'hand', 'one', 'right', 'hand']"
530,Alex Weaver what if he’s high fiving with the same hand as the other guy,alex weaver what if hes high fiving with the same hand as the other guy,alex weaver hes high fiving hand guy,"['alex', 'weaver', 'hes', 'high', 'fiving', 'hand', 'guy']"
531,"Well given that emojis originate from Japan, I'd say it was originally designed to be like a bow or something.",well given that emojis originate from japan i d say it was originally designed to be like a bow or something,well given emojis originate japan say originally designed like bow something,"['well', 'given', 'emojis', 'originate', 'japan', 'say', 'originally', 'designed', 'like', 'bow', 'something']"
532, @JunoScream  except that's not how the Japanese bow,except that s not how the japanese bow,except japanese bow,"['except', 'japanese', 'bow']"
533,It's clearly a person putting their hand against a mirror,it s clearly a person putting their hand against a mirror,clearly person putting hand mirror,"['clearly', 'person', 'putting', 'hand', 'mirror']"
534,What if they are on a field trip and wearing the same shirt???,what if they are on a field trip and wearing the same shirt,field trip wearing shirt,"['field', 'trip', 'wearing', 'shirt']"
535,"it used to be described as something like “hands clasped in prayer” if you selected it and made your phone speak it, but it probably triggered some muslims and/or atheists so they changed it",it used to be described as something like hands clasped in prayer if you selected it and made your phone speak it but it probably triggered some muslims and or atheists so they changed it,used described something like hands clasped prayer selected made phone speak probably triggered muslims atheists changed,"['used', 'described', 'something', 'like', 'hands', 'clasped', 'prayer', 'selected', 'made', 'phone', 'speak', 'probably', 'triggered', 'muslims', 'atheists', 'changed']"
536,I don't get this.,i don t get this,get,['get']
537,Only if they were 2 different colored hands. 👏🏼,only if they were different colored hands,different colored hands,"['different', 'colored', 'hands']"
538,"Actually, its chibaku tensei.",actually its chibaku tensei,actually chibaku tensei,"['actually', 'chibaku', 'tensei']"
539, @Tim4Tat  ur a man of culture as well,ur a man of culture as well,ur man culture well,"['ur', 'man', 'culture', 'well']"
540,I always thought that’s a prayer hand,i always thought thats a prayer hand,always thought thats prayer hand,"['always', 'thought', 'thats', 'prayer', 'hand']"
541,That’s cus their both in the same cult 😏👈🏼,thats cus their both in the same cult,thats cus cult,"['thats', 'cus', 'cult']"
542,Not if they're at work in a uniform. Duh.,not if they re at work in a uniform duh,work uniform duh,"['work', 'uniform', 'duh']"
543,Exactly. Reminds me of windows 8.1,exactly reminds me of windows,exactly reminds windows,"['exactly', 'reminds', 'windows']"
544,Now that Windows phone is no longer there,now that windows phone is no longer there,windows phone longer,"['windows', 'phone', 'longer']"
545,finally some one got it,finally some one got it,finally one got,"['finally', 'one', 'got']"
546,"i have a tablet that uses windows 8.1, and i gotta say although people really hated it, for a touch device i prefer windows 8/8.1 over windows 10. idk it's just more ""fluid"" i guess?",i have a tablet that uses windows and i gotta say although people really hated it for a touch device i prefer windows over windows idk it s just more fluid i guess,tablet uses windows got say although people really hated touch device prefer windows windows idk fluid guess,"['tablet', 'uses', 'windows', 'got', 'say', 'although', 'people', 'really', 'hated', 'touch', 'device', 'prefer', 'windows', 'windows', 'idk', 'fluid', 'guess']"
547,Yeah buddy 😎👍,yeah buddy,yeah buddy,"['yeah', 'buddy']"
548,"Search Youtube for: ""If apple created windows 10""",search youtube for if apple created windows,search youtube apple created windows,"['search', 'youtube', 'apple', 'created', 'windows']"
549,"And has been pointed out - Windows live tiles are Apple Desktop Widgets, windows version.",and has been pointed out windows live tiles are apple desktop widgets windows version,pointed windows live tiles apple desktop widgets windows version,"['pointed', 'windows', 'live', 'tiles', 'apple', 'desktop', 'widgets', 'windows', 'version']"
550,In functionality I guess but I definitely think Apple made it look a bit cleaner.,in functionality i guess but i definitely think apple made it look a bit cleaner,functionality guess definitely think apple made look bit cleaner,"['functionality', 'guess', 'definitely', 'think', 'apple', 'made', 'look', 'bit', 'cleaner']"
551, @larsspargur97  for his time windows phone looked really good and futuristic.,for his time windows phone looked really good and futuristic,time windows phone looked really good futuristic,"['time', 'windows', 'phone', 'looked', 'really', 'good', 'futuristic']"
552, @larsspargur97  that's the sole difference.,that s the sole difference,sole difference,"['sole', 'difference']"
553,EghosaB13 _ ikr I’ve been typing lol just to shortcut to the laughing emoji,eghosab ikr ive been typing lol just to shortcut to the laughing emoji,eghosab ikr ive typing lol shortcut laughing emoji,"['eghosab', 'ikr', 'ive', 'typing', 'lol', 'shortcut', 'laughing', 'emoji']"
554,Joey pretty sure it was in iOS 12,joey pretty sure it was in ios,joey pretty sure ios,"['joey', 'pretty', 'sure', 'ios']"
555,"I think that being able to double tap into a shortcut now is pretty cool. It's also new, which explains the excitement lol",i think that being able to double tap into a shortcut now is pretty cool it s also new which explains the excitement lol,think able double tap shortcut pretty cool also new explains excitement lol,"['think', 'able', 'double', 'tap', 'shortcut', 'pretty', 'cool', 'also', 'new', 'explains', 'excitement', 'lol']"
556,I never new it existed wow,i never new it existed wow,never new existed wow,"['never', 'new', 'existed', 'wow']"
557,What about the fact that you don’t know how to spell the word ‘new’?,what about the fact that you dont know how to spell the word new,fact dont know spell word new,"['fact', 'dont', 'know', 'spell', 'word', 'new']"
558,Because they look bigger and nicer,because they look bigger and nicer,look bigger nicer,"['look', 'bigger', 'nicer']"
559,"Damn android people are mad salty in here, just let the man enjoy the feature once it releases and move on. Yes we know it’s been a basic feature on android forever, no one is denying that and no one is saying it’s innovative. People are just excited to have features that iPhone didn’t have before finally getting implemented into iOS.",damn android people are mad salty in here just let the man enjoy the feature once it releases and move on yes we know its been a basic feature on android forever no one is denying that and no one is saying its innovative people are just excited to have features that iphone didnt have before finally getting implemented into ios,damn android people mad salty let man enjoy feature releases move yes know basic feature android forever one denying one saying innovative people excited features iphone didnt finally getting implemented ios,"['damn', 'android', 'people', 'mad', 'salty', 'let', 'man', 'enjoy', 'feature', 'releases', 'move', 'yes', 'know', 'basic', 'feature', 'android', 'forever', 'one', 'denying', 'one', 'saying', 'innovative', 'people', 'excited', 'features', 'iphone', 'didnt', 'finally', 'getting', 'implemented', 'ios']"
560,Android fanboys complain that iOS doesn’t have these feature and then when iOS gets them they complain that android did it first. You can’t win with these people.,android fanboys complain that ios doesnt have these feature and then when ios gets them they complain that android did it first you cant win with these people,android fanboys complain ios doesnt feature ios gets complain android first cant win people,"['android', 'fanboys', 'complain', 'ios', 'doesnt', 'feature', 'ios', 'gets', 'complain', 'android', 'first', 'cant', 'win', 'people']"
561,@RedViolet you can do the same in Android,you can do the same in android,android,['android']
562,both parties are correct apple is more minimalistic and better but it doesnt justify its pricepoint and random 500$ dollar increase for budget of phones with good cameras acros the entire industry.,both parties are correct apple is more minimalistic and better but it doesnt justify its pricepoint and random dollar increase for budget of phones with good cameras acros the entire industry,parties correct apple minimalistic better doesnt justify pricepoint random dollar increase budget phones good cameras acros entire industry,"['parties', 'correct', 'apple', 'minimalistic', 'better', 'doesnt', 'justify', 'pricepoint', 'random', 'dollar', 'increase', 'budget', 'phones', 'good', 'cameras', 'acros', 'entire', 'industry']"
563,making its execution stil worse.,making its execution stil worse,making execution stil worse,"['making', 'execution', 'stil', 'worse']"
564,I gave up on iOS years ago and cannot believe this is being introduced now,i gave up on ios years ago and cannot believe this is being introduced now,gave ios years ago believe introduced,"['gave', 'ios', 'years', 'ago', 'believe', 'introduced']"
565,"@RedViolet You know Android voicemail to text too, right?",you know android voicemail to text too right,know android voicemail text right,"['know', 'android', 'voicemail', 'text', 'right']"
566,Just decline it by pushing side button,just decline it by pushing side button,decline pushing side button,"['decline', 'pushing', 'side', 'button']"
567,Jesus christ these android fanboys are so desperate for attention. Who cares if Android has it first? It’s good that Apple  added these features. Bragging about your favourite OS having the features first is just childish.,jesus christ these android fanboys are so desperate for attention who cares if android has it first its good that apple added these features bragging about your favourite os having the features first is just childish,jesus christ android fanboys desperate attention cares android first good apple added features bragging favourite features first childish,"['jesus', 'christ', 'android', 'fanboys', 'desperate', 'attention', 'cares', 'android', 'first', 'good', 'apple', 'added', 'features', 'bragging', 'favourite', 'features', 'first', 'childish']"
568,But... you always had the option to exit from the call screen without interrupting the call on iPhone.,but you always had the option to exit from the call screen without interrupting the call on iphone,always option exit call screen without interrupting call iphone,"['always', 'option', 'exit', 'call', 'screen', 'without', 'interrupting', 'call', 'iphone']"
569,Been on Android for years,been on android for years,android years,"['android', 'years']"
570," @naturedetectiveminecraft6362  It's also honestly hilarious how Android still only have 2-3 years of software support after all these years even though Apple supported the iPhone 3GS for 4 years way back since 2009. Not to mention every other modern smartphone is literally a copy of the original iPhone :), and let's not forget how android blatantly stole home gestures last year. Both OS steal from each other, there's nothing wrong with that--however people who complain about ""copying"" are just braindead fanboys tbh",it s also honestly hilarious how android still only have years of software support after all these years even though apple supported the iphone gs for years way back since not to mention every other modern smartphone is literally a copy of the original iphone and let s not forget how android blatantly stole home gestures last year both os steal from each other there s nothing wrong with that however people who complain about copying are just braindead fanboys tbh,also honestly hilarious android still years software support years even though apple supported iphone gs years way back since mention every modern smartphone literally copy original iphone let forget android blatantly stole home gestures last year steal nothing wrong however people complain copying braindead fanboys tbh,"['also', 'honestly', 'hilarious', 'android', 'still', 'years', 'software', 'support', 'years', 'even', 'though', 'apple', 'supported', 'iphone', 'gs', 'years', 'way', 'back', 'since', 'mention', 'every', 'modern', 'smartphone', 'literally', 'copy', 'original', 'iphone', 'let', 'forget', 'android', 'blatantly', 'stole', 'home', 'gestures', 'last', 'year', 'steal', 'nothing', 'wrong', 'however', 'people', 'complain', 'copying', 'braindead', 'fanboys', 'tbh']"
571," @naturedetectiveminecraft6362  so what if it's been on android? It's not a competition, if you want to use android go ahead, who cares. You don't have to impose your ""phone type"" on anyone who doesn't use it. There's no master race for phones, just let people use what they want. Why do you really care?",so what if it s been on android it s not a competition if you want to use android go ahead who cares you don t have to impose your phone type on anyone who doesn t use it there s no master race for phones just let people use what they want why do you really care,android competition want use android go ahead cares impose phone type anyone use master race phones let people use want really care,"['android', 'competition', 'want', 'use', 'android', 'go', 'ahead', 'cares', 'impose', 'phone', 'type', 'anyone', 'use', 'master', 'race', 'phones', 'let', 'people', 'use', 'want', 'really', 'care']"
572,@Nature Detective Minecraft ok but like did I ask? Idc if it’s been on android,detective minecraft ok but like did i ask idc if its been on android,detective minecraft ok like ask idc android,"['detective', 'minecraft', 'ok', 'like', 'ask', 'idc', 'android']"
573,"As an iPhone convert, androids had the innovation but apple definitely executes better.",as an iphone convert androids had the innovation but apple definitely executes better,iphone convert androids innovation apple definitely executes better,"['iphone', 'convert', 'androids', 'innovation', 'apple', 'definitely', 'executes', 'better']"
574, @dylanheflin3666  how tf does it exactly do it better 😂. Androids one has extra options but iphone one is so basic. It's STILL behind on everything it copies from android,how tf does it exactly do it better androids one has extra options but iphone one is so basic it s still behind on everything it copies from android,tf exactly better androids one extra options iphone one basic still behind everything copies android,"['tf', 'exactly', 'better', 'androids', 'one', 'extra', 'options', 'iphone', 'one', 'basic', 'still', 'behind', 'everything', 'copies', 'android']"
575, @dylanheflin3666  Apple makes everything more aesthetic,apple makes everything more aesthetic,apple makes everything aesthetic,"['apple', 'makes', 'everything', 'aesthetic']"
576,"Jesus, the android fanboys are horrible in this comment section",jesus the android fanboys are horrible in this comment section,jesus android fanboys horrible comment section,"['jesus', 'android', 'fanboys', 'horrible', 'comment', 'section']"
577,"Macabre and apple fanboys i like both i have used both, they are good in their own way",macabre and apple fanboys i like both i have used both they are good in their own way,macabre apple fanboys like used good way,"['macabre', 'apple', 'fanboys', 'like', 'used', 'good', 'way']"
578," @MacabreCODM  Android user here, I agree with that",android user here i agree with that,android user agree,"['android', 'user', 'agree']"
579,"Japanese keyboards *     you don’t need to get a Japanese iPhone just to use emoji search. It’s not entirely ios14 useful, but it’s enough",japanese keyboards you dont need to get a japanese iphone just to use emoji search its not entirely ios useful but its enough,japanese keyboards dont need get japanese iphone use emoji search entirely ios useful enough,"['japanese', 'keyboards', 'dont', 'need', 'get', 'japanese', 'iphone', 'use', 'emoji', 'search', 'entirely', 'ios', 'useful', 'enough']"
580,Ive had Apple emoji search for years here in New Zealand,ive had apple emoji search for years here in new zealand,ive apple emoji search years new zealand,"['ive', 'apple', 'emoji', 'search', 'years', 'new', 'zealand']"
581,Joshwa Katzio what seriously! I live in the uk. Help me get it too 😭,joshwa katzio what seriously i live in the uk help me get it too,joshwa katzio seriously live uk help get,"['joshwa', 'katzio', 'seriously', 'live', 'uk', 'help', 'get']"
582,You can turn off camera,you can turn off camera,turn camera,"['turn', 'camera']"
583,VFXPlug thats not what he meant..,vfxplug thats not what he meant,vfxplug thats meant,"['vfxplug', 'thats', 'meant']"
584,VFXPlug It’s less suspicious if you just pause.,vfxplug its less suspicious if you just pause,vfxplug less suspicious pause,"['vfxplug', 'less', 'suspicious', 'pause']"
585,I hate it,i hate it,hate,['hate']
586,Can you do it with an iPhone 8+ too?,can you do it with an iphone too,iphone,['iphone']
587,Taylor Meads yes,taylor meads yes,taylor meads yes,"['taylor', 'meads', 'yes']"
588,call me out for whatttt 🥺🤣,call me out for whatttt,call whatttt,"['call', 'whatttt']"
589,That feature is already introduced on iPadOS,that feature is already introduced on ipados,feature already introduced ipados,"['feature', 'already', 'introduced', 'ipados']"
590,Pain.,pain,pain,['pain']
591,PiP has been available on iPads for a while and Youtube premium doesn't support it there. Can't imagine they will on the iPhone.,pip has been available on ipads for a while and youtube premium doesn t support it there can t imagine they will on the iphone,pip available ipads youtube premium support imagine iphone,"['pip', 'available', 'ipads', 'youtube', 'premium', 'support', 'imagine', 'iphone']"
592," @JamesRoyceDawson  Well, Google is already testing PIP for iPhones",well google is already testing pip for iphones,well google already testing pip iphones,"['well', 'google', 'already', 'testing', 'pip', 'iphones']"
593,"Apple: Joke's on you Youtube
Youtube: Bans Apple users from using Youtube",apple joke s on you youtube youtube bans apple users from using youtube,apple joke youtube youtube bans apple users using youtube,"['apple', 'joke', 'youtube', 'youtube', 'bans', 'apple', 'users', 'using', 'youtube']"
594,I dont think you understand what youtube premium offers.,i dont think you understand what youtube premium offers,dont think understand youtube premium offers,"['dont', 'think', 'understand', 'youtube', 'premium', 'offers']"
595,Android users : 👁👄👁,android users,android users,"['android', 'users']"
596,Ads?,ads,ads,['ads']
597, @CurtKobe  youtube vanced exists. Search it up if you dont wanna pay for youtube premium but want pip and no ads on android,youtube vanced exists search it up if you dont wanna pay for youtube premium but want pip and no ads on android,youtube vanced exists search dont wan pay youtube premium want pip ads android,"['youtube', 'vanced', 'exists', 'search', 'dont', 'wan', 'pay', 'youtube', 'premium', 'want', 'pip', 'ads', 'android']"
598,Cameron hilton they don’t watch how we do bro,cameron hilton they dont watch how we do bro,cameron hilton dont watch bro,"['cameron', 'hilton', 'dont', 'watch', 'bro']"
599,Lmao Android had it for a very long time,lmao android had it for a very long time,lmao android long time,"['lmao', 'android', 'long', 'time']"
600,I only use YouTube premium for downloading 600+ videos on my 1TB iPad all because my wifi is too pathetic to load a 1080p video. That’s literally the only reason apart from getting no ads,i only use youtube premium for downloading videos on my tb ipad all because my wifi is too pathetic to load a p video thats literally the only reason apart from getting no ads,use youtube premium downloading videos tb ipad wifi pathetic load video thats literally reason apart getting ads,"['use', 'youtube', 'premium', 'downloading', 'videos', 'tb', 'ipad', 'wifi', 'pathetic', 'load', 'video', 'thats', 'literally', 'reason', 'apart', 'getting', 'ads']"
601,"Bitz the Fox ... dam , smart ! Work WiFi sux.. great idea🤓 .. be safe🥰😷",bitz the fox dam smart work wifi sux great idea be safe,bitz fox dam smart work wifi sux great idea safe,"['bitz', 'fox', 'dam', 'smart', 'work', 'wifi', 'sux', 'great', 'idea', 'safe']"
602,doesn’t work for youtube app unfortunately so not really at all,doesnt work for youtube app unfortunately so not really at all,doesnt work youtube app unfortunately really,"['doesnt', 'work', 'youtube', 'app', 'unfortunately', 'really']"
603,No. You actually cant use picture in picture for any music type videos. Its the same in android,no you actually cant use picture in picture for any music type videos its the same in android,actually cant use picture picture music type videos android,"['actually', 'cant', 'use', 'picture', 'picture', 'music', 'type', 'videos', 'android']"
604, @bab3300  u pretty much could honestly,u pretty much could honestly,pretty much could honestly,"['pretty', 'much', 'could', 'honestly']"
605,"Babla u can on iphone at least, u go on yt on google and u can have music in the background",babla u can on iphone at least u go on yt on google and u can have music in the background,babla iphone least go yt google music background,"['babla', 'iphone', 'least', 'go', 'yt', 'google', 'music', 'background']"
606, @bab3300  almost ever video player does that on Android lol,almost ever video player does that on android lol,almost ever video player android lol,"['almost', 'ever', 'video', 'player', 'android', 'lol']"
607,I was thinking the same thing,i was thinking the same thing,thinking thing,"['thinking', 'thing']"
608,"iOS 14 support PiP in apple Maps, Waze, YouYube, Facebook videos like android does?",ios support pip in apple maps waze youyube facebook videos like android does,ios support pip apple maps waze youyube facebook videos like android,"['ios', 'support', 'pip', 'apple', 'maps', 'waze', 'youyube', 'facebook', 'videos', 'like', 'android']"
609,Kids with strict parents finding out u can hide a home screen 👁👄👁,kids with strict parents finding out u can hide a home screen,kids strict parents finding hide home screen,"['kids', 'strict', 'parents', 'finding', 'hide', 'home', 'screen']"
610,"Apple: listen to YouTube music while doing other stuff 
YouTube premium:",apple listen to youtube music while doing other stuff youtube premium,apple listen youtube music stuff youtube premium,"['apple', 'listen', 'youtube', 'music', 'stuff', 'youtube', 'premium']"
611,"As a full-time video editor, I'mma throw you a virtual high-five, bud. Great work.",as a full time video editor i mma throw you a virtual high five bud great work,full time video editor mma throw virtual high five bud great work,"['full', 'time', 'video', 'editor', 'mma', 'throw', 'virtual', 'high', 'five', 'bud', 'great', 'work']"
612,"“you can finally hide apps you dont use”
holy shit they finally added a feature that i might actually use",you can finally hide apps you dont use holy shit they finally added a feature that i might actually use,finally hide apps dont use holy shit finally added feature might actually use,"['finally', 'hide', 'apps', 'dont', 'use', 'holy', 'shit', 'finally', 'added', 'feature', 'might', 'actually', 'use']"
613,"Marques: uses Siri shortcut to open google assistant.
Siri in the background: am I a joke to you? sad Siri noises",marques uses siri shortcut to open google assistant siri in the background am i a joke to you sad siri noises,marques uses siri shortcut open google assistant siri background joke sad siri noises,"['marques', 'uses', 'siri', 'shortcut', 'open', 'google', 'assistant', 'siri', 'background', 'joke', 'sad', 'siri', 'noises']"
614,"I was expecting him to say “so iOS 14 came out yesterday and Iv been using it for 2 weeks, here’s what I think”",i was expecting him to say so ios came out yesterday and iv been using it for weeks heres what i think,expecting say ios came yesterday iv using weeks heres think,"['expecting', 'say', 'ios', 'came', 'yesterday', 'iv', 'using', 'weeks', 'heres', 'think']"
615,"7:37 - “Donde Esta La Bibliotecta” 😂
Community was such an awesome show! 👌🏽",donde esta la bibliotecta community was such an awesome show,donde bibliotecta community awesome show,"['donde', 'bibliotecta', 'community', 'awesome', 'show']"
616,I love how he acts as if he wasn't using it for the past 2 weeks,i love how he acts as if he wasn t using it for the past weeks,love acts using past weeks,"['love', 'acts', 'using', 'past', 'weeks']"
617,android user here: I quite like the tapping on the back features,android user here i quite like the tapping on the back features,android user quite like tapping back features,"['android', 'user', 'quite', 'like', 'tapping', 'back', 'features']"
618,"Jailbreak: Makes something new
iOS Developers: Write that down write that down!",jailbreak makes something new ios developers write that down write that down,jailbreak makes something new ios developers write write,"['jailbreak', 'makes', 'something', 'new', 'ios', 'developers', 'write', 'write']"
619,"Finally, now I can play Clash Royale without some ***hole calling me mid game and ruining my game.",finally now i can play clash royale without some hole calling me mid game and ruining my game,finally play clash royale without hole calling mid game ruining game,"['finally', 'play', 'clash', 'royale', 'without', 'hole', 'calling', 'mid', 'game', 'ruining', 'game']"
620,"I was expecting Marques to say: ""So I've been using iOS 14 for about a week now""",i was expecting marques to say so i ve been using ios for about a week now,expecting marques say using ios week,"['expecting', 'marques', 'say', 'using', 'ios', 'week']"
621,“It took a decade but it’s finally here.” Lol,it took a decade but its finally here lol,took decade finally lol,"['took', 'decade', 'finally', 'lol']"
622,Being partially deaf I'm loving the sound notifications and the ability to look something up when using Facetime. Great video - really clear thanks - have shared it.,being partially deaf i m loving the sound notifications and the ability to look something up when using facetime great video really clear thanks have shared it,partially deaf loving sound notifications ability look something using facetime great video really clear thanks shared,"['partially', 'deaf', 'loving', 'sound', 'notifications', 'ability', 'look', 'something', 'using', 'facetime', 'great', 'video', 'really', 'clear', 'thanks', 'shared']"
623,This man will never stop flexing with his camera resolution.,this man will never stop flexing with his camera resolution,man never stop flexing camera resolution,"['man', 'never', 'stop', 'flexing', 'camera', 'resolution']"
624,"i love these “quality of life” updates. no new MAJOR features, just easier to access, navigate and use. the new feature with calls not taking up the entire screen is a big one for me.",i love these quality of life updates no new major features just easier to access navigate and use the new feature with calls not taking up the entire screen is a big one for me,love quality life updates new major features easier access navigate use new feature calls taking entire screen big one,"['love', 'quality', 'life', 'updates', 'new', 'major', 'features', 'easier', 'access', 'navigate', 'use', 'new', 'feature', 'calls', 'taking', 'entire', 'screen', 'big', 'one']"
625,"""I'm looking forward to having my Tesla widget where I can unlock the truck of my car just with a button."" And here I am.",i m looking forward to having my tesla widget where i can unlock the truck of my car just with a button and here i am,looking forward tesla widget unlock truck car button,"['looking', 'forward', 'tesla', 'widget', 'unlock', 'truck', 'car', 'button']"
626,7:20 Namaste 🙏🏻 ( Greetings without spreading infections 😊),namaste greetings without spreading infections,namaste greetings without spreading infections,"['namaste', 'greetings', 'without', 'spreading', 'infections']"
627,"Me: Wiping my ass
Apple Watch: Vibrates Wipe for more 20 seconds",me wiping my ass apple watch vibrates wipe for more seconds,wiping ass apple watch vibrates wipe seconds,"['wiping', 'ass', 'apple', 'watch', 'vibrates', 'wipe', 'seconds']"
628,"Apple looking at the jailbreak community: ""WRITE THAT DOWN WRITE THAT DOWN""",apple looking at the jailbreak community write that down write that down,apple looking jailbreak community write write,"['apple', 'looking', 'jailbreak', 'community', 'write', 'write']"
629,i was so happy to see that,i was so happy to see that,happy see,"['happy', 'see']"
630,Taylor Goss just be a good person you should have nothing to hide,taylor goss just be a good person you should have nothing to hide,taylor goss good person nothing hide,"['taylor', 'goss', 'good', 'person', 'nothing', 'hide']"
631,OMG THANK YOU I NEVER REALISED YOU ARE MY SAVIOUR!!!!!!!!!!!!!!!!!!!!,omg thank you i never realised you are my saviour,omg thank never realised saviour,"['omg', 'thank', 'never', 'realised', 'saviour']"
632,You can probably turn it off in Apple family,you can probably turn it off in apple family,probably turn apple family,"['probably', 'turn', 'apple', 'family']"
633,Yh that’s right,yh thats right,yh thats right,"['yh', 'thats', 'right']"
634,Actually me!,actually me,actually,['actually']
635,It's been in Android for like 8 years,it s been in android for like years,android like years,"['android', 'like', 'years']"
636,That’s what I thought 😂😂😂 the old safari-YouTube thing is back!!!,thats what i thought the old safari youtube thing is back,thats thought old safari youtube thing back,"['thats', 'thought', 'old', 'safari', 'youtube', 'thing', 'back']"
637,"YouTube doesn’t work with picture in picture on iPad, probably won’t work on iPhone. They probably did this bc of YouTube premium lmao",youtube doesnt work with picture in picture on ipad probably wont work on iphone they probably did this bc of youtube premium lmao,youtube doesnt work picture picture ipad probably wont work iphone probably bc youtube premium lmao,"['youtube', 'doesnt', 'work', 'picture', 'picture', 'ipad', 'probably', 'wont', 'work', 'iphone', 'probably', 'bc', 'youtube', 'premium', 'lmao']"
638,ricecrispymeat you can watch YouTube on split screen on iPad and use the other portion of the screen to do something else,ricecrispymeat you can watch youtube on split screen on ipad and use the other portion of the screen to do something else,ricecrispymeat watch youtube split screen ipad use portion screen something else,"['ricecrispymeat', 'watch', 'youtube', 'split', 'screen', 'ipad', 'use', 'portion', 'screen', 'something', 'else']"
639," @ricecrispymeat9155  samsung can still do that, but without music.",samsung can still do that but without music,samsung still without music,"['samsung', 'still', 'without', 'music']"
640,"I probably won’t let you split screen when watching music videos, the same as Samsung",i probably wont let you split screen when watching music videos the same as samsung,probably wont let split screen watching music videos samsung,"['probably', 'wont', 'let', 'split', 'screen', 'watching', 'music', 'videos', 'samsung']"
641, @HectordGTO  too bad this isn't a Samsung video,too bad this isn t a samsung video,bad samsung video,"['bad', 'samsung', 'video']"
642,You tube vanced haha,you tube vanced haha,tube vanced haha,"['tube', 'vanced', 'haha']"
643,Shhhhhhh,shhhhhhh,shhhhhhh,['shhhhhhh']
644,Spotify:,spotify,spotify,['spotify']
645,"If you have an android, there is a app called youtube vanced where you can get everything as said.",if you have an android there is a app called youtube vanced where you can get everything as said,android app called youtube vanced get everything said,"['android', 'app', 'called', 'youtube', 'vanced', 'get', 'everything', 'said']"
646,Android: 🥱,android,android,['android']
647,Hides my ph premium app,hides my ph premium app,hides ph premium app,"['hides', 'ph', 'premium', 'app']"
648,As an Android user I'm happy for Apple.,as an android user i m happy for apple,android user happy apple,"['android', 'user', 'happy', 'apple']"
649, @mryup6100  we need more people like you,we need more people like you,need people like,"['need', 'people', 'like']"
650," @mryup6100  yep.. been using android since galaxy s2 days.. why cant we all just be friends?

Its fun to tease ios users a bit though.. specially since my brother and sister use it",yep been using android since galaxy s days why cant we all just be friends its fun to tease ios users a bit though specially since my brother and sister use it,yep using android since galaxy days cant friends fun tease ios users bit though specially since brother sister use,"['yep', 'using', 'android', 'since', 'galaxy', 'days', 'cant', 'friends', 'fun', 'tease', 'ios', 'users', 'bit', 'though', 'specially', 'since', 'brother', 'sister', 'use']"
651,That android has for 100 years,that android has for years,android years,"['android', 'years']"
