comment_id,text,text_clean,vader_label,vader_score,distilbert_label,distilbert_score,lda_topic
426,Oof yeah lol,oof yeah lol,positive,0.6124,positive,0.8109,1
427,i don’t get it.,i dont get it,neutral,0.0,negative,0.9987,3
428,When samsung  had it before yt,when samsung had it before yt,neutral,0.0,negative,0.9587,2
429,I have a Google Pixel and I don't have premium and I can use picture in picture on that.,i have a google pixel and i don t have premium and i can use picture in picture on that,neutral,0.0,negative,0.994,3
430,Hint: The app called “Musi”,hint the app called musi,neutral,0.0,negative,0.9702,1
431,right exactly didn’t even think about that,right exactly didnt even think about that,neutral,0.0,positive,0.8691,4
432,Youtube doesn't allow pip on ios xD😂😂,youtube doesn t allow pip on ios xd,positive,0.6908,negative,0.9988,2
433,That isn’t new I have been using it for a year and a half now.,that isnt new i have been using it for a year and a half now,neutral,0.0,negative,0.9734,4
434,That’s what they get,thats what they get,neutral,0.0,positive,0.9984,3
435,Yt premium isn’t available in every country especially not mine so it’s be pretty cool if they add that,yt premium isnt available in every country especially not mine so its be pretty cool if they add that,positive,0.6969,negative,0.5541,2
436,idk why yt had to add premium its so unnecessary and the double ads,idk why yt had to add premium its so unnecessary and the double ads,negative,-0.1027,negative,0.9997,2
437,"just ordered my laugh, should be here in 3-5 business days",just ordered my laugh should be here in business days,positive,0.5574,positive,0.6236,3
438,theyve always had pip for youtube on Samsung its been a feature for a few years now apple is just late to the game lmao it doesn't even work properly on my iphone,theyve always had pip for youtube on samsung its been a feature for a few years now apple is just late to the game lmao it doesn t even work properly on my iphone,positive,0.5994,negative,0.9998,5
439,Apple: Hold My Lawyer’s,apple hold my lawyers,neutral,0.0,positive,0.9906,2
440,"Officially Madison 
Browser youtube",officially madison browser youtube,neutral,0.0,negative,0.9605,5
441,"Officially Madison 
Np",officially madison np,positive,0.34,positive,0.9764,5
442,"You could do this on android 😐
You don't need to have youtube premium.",you could do this on android you don t need to have youtube premium,neutral,0.0,positive,0.8659,1
443,Nyctophilian lies on only the browser,nyctophilian lies on only the browser,negative,-0.4215,negative,0.9954,5
444,Yessssss thank you for this comment lmao 😂,yessssss thank you for this comment lmao,positive,0.7506,positive,0.9987,5
445,Funny I’m laughing 😐,funny im laughing,positive,0.7269,positive,0.9998,3
446,Gamerboy69 Gamer ......ok?,gamerboy gamer ok,positive,0.296,positive,0.9796,4
447,Same. I’m tired of just starting at the call waiting for it to go to voicemail.,same im tired of just starting at the call waiting for it to go to voicemail,negative,-0.4404,negative,0.9993,3
448,That’s my most favorite feature,thats my most favorite feature,positive,0.5095,positive,0.9995,2
449,EASILY the best part of the update!,easily the best part of the update,positive,0.765,positive,0.9996,4
450,Thats was my biggest problem about iPhone im happy for them but I don't have those problems anymore I couldn't deal with that it use to piss me off being kicked out of applications and important things because your stalking gf decided to call on FaceTime to see where you at 🤦🏾‍♂️,thats was my biggest problem about iphone im happy for them but i don t have those problems anymore i couldn t deal with that it use to piss me off being kicked out of applications and important things because your stalking gf decided to call on facetime to see where you at,negative,-0.6597,negative,0.9974,1
451,You had me at phone calls! xD,you had me at phone calls xd,positive,0.5859,negative,0.9709,2
452,dude my friends have been spamming me recently so i cant use my phone or ipad at all then this got announced at the perfect timing,dude my friends have been spamming me recently so i cant use my phone or ipad at all then this got announced at the perfect timing,positive,0.5719,negative,0.9794,1
453,You can get the update today I have it on my phone and it causes no problems. The FaceTime and phone call feature is pretty cool!,you can get the update today i have it on my phone and it causes no problems the facetime and phone call feature is pretty cool,positive,0.7755,positive,0.9996,3
454,So now it's official the iPhone is not a phone anymore.,so now it s official the iphone is not a phone anymore,neutral,0.0,negative,0.9986,2
455,Ishaan R D okay? These guys don’t want to use android... get a better hobby dude.,ishaan r d okay these guys dont want to use android get a better hobby dude,positive,0.5541,negative,0.9919,5
456,Ishaan R D I care. I own an iPhone. I personally hate Androids UI but it’s probably because I’ve owned iPhone for so long. Jealous you guys had so many features. Glad Apple finally upgrades...,ishaan r d i care i own an iphone i personally hate androids ui but its probably because ive owned iphone for so long jealous you guys had so many features glad apple finally upgrades,negative,-0.0701,negative,0.9563,2
457,Rofl you sheep are funny. I could do that in my 8 year old nokia phone.,rofl you sheep are funny i could do that in my year old nokia phone,positive,0.765,positive,0.9628,3
458,Why don't people just buy Android phones?,why don t people just buy android phones,neutral,0.0,negative,0.9948,4
459,sagar kardam Because people like iPhones,sagar kardam because people like iphones,positive,0.3612,positive,0.56,4
460, @sagarkardam9977  Because Apple people would rather wait for a feature than buy a spy/malware infested phone.,because apple people would rather wait for a feature than buy a spy malware infested phone,neutral,0.0,negative,0.9994,2
461,"sagar kardam because IOS is neat and clean and not laggy and a lot of the apps work so much better on IOS , android may have more freedom but it feels cheap and not as user friendly as IOS . Also apple is high class.",sagar kardam because ios is neat and clean and not laggy and a lot of the apps work so much better on ios android may have more freedom but it feels cheap and not as user friendly as ios also apple is high class,positive,0.5013,negative,0.9834,1
462,Y are we excited about this ?   Android has been having these feautures for the last 10 years 🤣😂👀👁,y are we excited about this android has been having these feautures for the last years,positive,0.34,positive,0.9979,1
463,wait- I’VE ALWAYS HAD A RED LIGHT ON MY IP SE FRONT CAMERA,wait ive always had a red light on my ip se front camera,neutral,0.0,negative,0.9975,1
464,Swiftfur _ same tho,swiftfur same tho,neutral,0.0,negative,0.9423,5
465,"thunderbreeze _, I have the same phone and me too! Idk if it’s my camera that’s red tho. It’s that thing next the my microphone. Not on top, next to. At night I can see it glowing red.",thunderbreeze i have the same phone and me too idk if its my camera thats red tho its that thing next the my microphone not on top next to at night i can see it glowing red,negative,-0.2481,negative,0.9593,1
466, @thunderbreeze_106  That’s just the ir blaster….,thats just the ir blaster,neutral,0.0,positive,0.9961,1
467,"The NSA can actually bypass that btw
All of our phones are portable GPS, cameras and mics for them to use",the nsa can actually bypass that btw all of our phones are portable gps cameras and mics for them to use,neutral,0.0,negative,0.9965,2
468,What does Red mean?,what does red mean,neutral,0.0,negative,0.9614,1
469,Declan Olivetti means the camera is on,declan olivetti means the camera is on,neutral,0.0,positive,0.9963,1
470,Declan Olivetti I don’t but I figure I’ll go back to this video and tell you,declan olivetti i dont but i figure ill go back to this video and tell you,negative,-0.5719,negative,0.9956,3
471,"I know it’s a joke but people have to understand that even though the government has the ability to spy on most people, they don’t. If you aren’t a high profile criminal that’s hiding, you shouldn’t have much to worry about, there’s not much the government would benefit from spying on normal people",i know its a joke but people have to understand that even though the government has the ability to spy on most people they dont if you arent a high profile criminal thats hiding you shouldnt have much to worry about theres not much the government would benefit from spying on normal people,negative,-0.5719,negative,0.9796,1
472, @Void-by3ti  that's what someone from the government would say,by ti that s what someone from the government would say,neutral,0.0,negative,0.99,2
473,"They should add a tap event to the green and orange dot to open the app using it, so apps like FB can't hide in the background and turn on these things.",they should add a tap event to the green and orange dot to open the app using it so apps like fb can t hide in the background and turn on these things,positive,0.2682,negative,0.9736,4
474,"Nemanja Ćirković exactly, America does it more covertly.",nemanja cirkovic exactly america does it more covertly,neutral,0.0,negative,0.9702,4
475,what was the governments plans?,what was the governments plans,neutral,0.0,negative,0.987,5
476,More like china,more like china,positive,0.4201,positive,0.9805,4
477,Or Flossy,or flossy,neutral,0.0,negative,0.9993,1
478,Laughs in backdoor,laughs in backdoor,positive,0.4939,positive,0.9996,4
479,Factual information 😂,factual information,neutral,0.0,positive,0.9995,2
480,The government? Try Facebook 😂,the government try facebook,neutral,0.0,negative,0.9879,2
481,Omg yes I just yesterday when I updated it,omg yes i just yesterday when i updated it,positive,0.4019,negative,0.6051,2
482,time stamp?!,time stamp,neutral,0.0,positive,0.9749,3
483,That is only. For you Apple or Google can turn on with no lights on.,that is only for you apple or google can turn on with no lights on,negative,-0.296,negative,0.9957,5
484,"Yeah, but that's such a simple workaround since it's a known feature now. Still means nothing to something who knows what they're doing..ie.. NSA",yeah but that s such a simple workaround since it s a known feature now still means nothing to something who knows what they re doing ie nsa,positive,0.1531,negative,0.9972,1
485,Picture in picture mode is for premium,picture in picture mode is for premium,neutral,0.0,positive,0.8968,3
486,Yeah He is shooting at Mars 😕,yeah he is shooting at mars,positive,0.296,negative,0.689,5
487,You can't just shoot a hole into the surface of Mars,you can t just shoot a hole into the surface of mars,negative,-0.34,negative,0.9941,5
488,8K 60fps RED Camera,k fps red camera,neutral,0.0,negative,0.9929,1
489,After watching till 6 min I finally understand why you said what you said,after watching till min i finally understand why you said what you said,neutral,0.0,negative,0.799,5
490,Is it the iOS 13 beta?,is it the ios beta,neutral,0.0,negative,0.7701,3
491,Did I miss the joke? It’s only been out for a day,did i miss the joke its only been out for a day,positive,0.1531,negative,0.9979,3
492,Ryan D it’s because everytime something gets announced Marques has been using it secretly for months,ryan d its because everytime something gets announced marques has been using it secretly for months,neutral,0.0,negative,0.9817,3
493,I guess you weren't alive for iOS 7 then...,i guess you weren t alive for ios then,positive,0.3818,negative,0.9993,2
494," @thomasalias8492  ios 12 was pretty decent too, or ios 13 i dont remember",ios was pretty decent too or ios i dont remember,positive,0.4939,positive,0.9845,2
495," @thomasalias8492  iOS 7 was controversial, I still miss skeuomorphism but it seems to be slowly coming back as neumorphism",ios was controversial i still miss skeuomorphism but it seems to be slowly coming back as neumorphism,negative,-0.1779,negative,0.9961,1
496,Thomas Alias You took the words outta my mouth. Strange to think about how my nephew and niece don’t even know there was ever a skeuomorphic era,thomas alias you took the words outta my mouth strange to think about how my nephew and niece dont even know there was ever a skeuomorphic era,negative,-0.2023,negative,0.9915,4
497,Same 😂 I never was into phones and I didn’t really care about updates and stuff like that but now that I’ve looked into this I am excited,same i never was into phones and i didnt really care about updates and stuff like that but now that ive looked into this i am excited,positive,0.4456,positive,0.997,4
498,So it's has old Android stuff now....,so it s has old android stuff now,neutral,0.0,negative,0.9964,2
499,Officially Madison the incoming call taking up the entire screen is a piss poor design/UX decision. Fixing a crap UX decision is not a feature.,officially madison the incoming call taking up the entire screen is a piss poor design ux decision fixing a crap ux decision is not a feature,negative,-0.8126,negative,0.9998,2
500,SAME,same,neutral,0.0,negative,0.9846,1
501,Usually it’s just an anoying notification,usually its just an anoying notification,neutral,0.0,negative,0.9949,2
502,Noca,noca,neutral,0.0,negative,0.9273,1
503,What about that huge one in 2016,what about that huge one in,positive,0.3182,positive,0.9592,3
504,Sameeee,sameeee,neutral,0.0,negative,0.9766,1
505,Same lol,same lol,positive,0.4215,negative,0.9953,1
506,iOS 13 was wild,ios was wild,neutral,0.0,positive,0.9618,1
507,Wow imma eat my foot. iOS 7 was WiLD,wow imma eat my foot ios was wild,positive,0.5859,positive,0.9896,1
508,iOS 7 was the biggest update in the history of smartphones and it probably will stay that way lmao,ios was the biggest update in the history of smartphones and it probably will stay that way lmao,positive,0.5994,positive,0.9963,1
509,INNIT BRUH I JUST FOUND OUT AND IM HYPED,innit bruh i just found out and im hyped,neutral,0.0,negative,0.998,3
510,"i was kinda excited for dark mode, i was already using it most everywhere though.",i was kinda excited for dark mode i was already using it most everywhere though,positive,0.2748,positive,0.9764,1
511,Yes this and iOS 7,yes this and ios,positive,0.4019,positive,0.9981,1
512,Lol same,lol same,positive,0.4215,negative,0.9798,1
513,Haha same,haha same,positive,0.4588,negative,0.9575,5
514,Rigjt,rigjt,neutral,0.0,negative,0.985,1
515,Yeah- it’s okay. It’s not super great.,yeah its okay its not super great,negative,-0.5171,negative,0.999,3
516,"This was the only time, since I am alive , that there has been INNOVATION",this was the only time since i am alive that there has been innovation,positive,0.6369,positive,0.9903,2
517,Me too,me too,neutral,0.0,positive,0.9905,1
518,Couple more hours and it’s ready to download,couple more hours and its ready to download,positive,0.3612,positive,0.5469,4
519,Shane B 1 hour now,shane b hour now,neutral,0.0,positive,0.81,5
520,Shane B hour and 5 min,shane b hour and min,neutral,0.0,positive,0.7366,5
521,"I don’t get why people think this is a good update. This is the most boring update I’ve seen, and I’ve been primarily using iphones since the 4s.",i dont get why people think this is a good update this is the most boring update ive seen and ive been primarily using iphones since the s,positive,0.079,negative,0.9992,4
522, @TellurdogIsayhi  You're exaggerating beyond belief. It's definitely a huge update. Just not as big compared to iOS7.,you re exaggerating beyond belief it s definitely a huge update just not as big compared to ios,positive,0.5106,negative,0.9987,4
523,"Good point, must be the same person holding their hands together then.",good point must be the same person holding their hands together then,positive,0.4404,negative,0.8997,2
524,Connor lonely high five haha,connor lonely high five haha,positive,0.128,negative,0.9896,4
525, @Voyager120  It could be school kids having same uniform 🙇🏻‍♂️,it could be school kids having same uniform,neutral,0.0,negative,0.9954,3
526,if it was high five...there also would be.. like clapping effect around the hands..,if it was high five there also would be like clapping effect around the hands,positive,0.3612,negative,0.9491,2
527,if it were a high five one side would have a thumb,if it were a high five one side would have a thumb,neutral,0.0,negative,0.9943,4
528,"Alex Weaver well, if one is a lefty and the other is a righty then it still would be a high five",alex weaver well if one is a lefty and the other is a righty then it still would be a high five,positive,0.2732,positive,0.9964,4
529, @alexweaver6994  not if one of the guys is using his left hand and the other one his right hand.,not if one of the guys is using his left hand and the other one his right hand,positive,0.7506,negative,0.9978,5
530,Alex Weaver what if he’s high fiving with the same hand as the other guy,alex weaver what if hes high fiving with the same hand as the other guy,positive,0.4939,negative,0.9899,4
531,"Well given that emojis originate from Japan, I'd say it was originally designed to be like a bow or something.",well given that emojis originate from japan i d say it was originally designed to be like a bow or something,positive,0.5574,negative,0.986,2
532, @JunoScream  except that's not how the Japanese bow,except that s not how the japanese bow,neutral,0.0,negative,0.9976,1
533,It's clearly a person putting their hand against a mirror,it s clearly a person putting their hand against a mirror,positive,0.7096,negative,0.9885,5
534,What if they are on a field trip and wearing the same shirt???,what if they are on a field trip and wearing the same shirt,neutral,0.0,negative,0.9961,5
535,"it used to be described as something like “hands clasped in prayer” if you selected it and made your phone speak it, but it probably triggered some muslims and/or atheists so they changed it",it used to be described as something like hands clasped in prayer if you selected it and made your phone speak it but it probably triggered some muslims and or atheists so they changed it,positive,0.1901,negative,0.9946,2
536,I don't get this.,i don t get this,neutral,0.0,negative,0.9987,3
537,Only if they were 2 different colored hands. 👏🏼,only if they were different colored hands,neutral,0.0,negative,0.9885,2
538,"Actually, its chibaku tensei.",actually its chibaku tensei,neutral,0.0,negative,0.7982,1
539, @Tim4Tat  ur a man of culture as well,ur a man of culture as well,positive,0.2732,positive,0.9953,5
540,I always thought that’s a prayer hand,i always thought thats a prayer hand,positive,0.4939,positive,0.8147,4
541,That’s cus their both in the same cult 😏👈🏼,thats cus their both in the same cult,neutral,0.0,negative,0.9422,4
542,Not if they're at work in a uniform. Duh.,not if they re at work in a uniform duh,neutral,0.0,negative,0.9979,4
543,Exactly. Reminds me of windows 8.1,exactly reminds me of windows,neutral,0.0,positive,0.9986,4
544,Now that Windows phone is no longer there,now that windows phone is no longer there,negative,-0.296,negative,0.9989,2
545,finally some one got it,finally some one got it,neutral,0.0,positive,0.9983,2
546,"i have a tablet that uses windows 8.1, and i gotta say although people really hated it, for a touch device i prefer windows 8/8.1 over windows 10. idk it's just more ""fluid"" i guess?",i have a tablet that uses windows and i gotta say although people really hated it for a touch device i prefer windows over windows idk it s just more fluid i guess,negative,-0.7089,negative,0.9829,2
547,Yeah buddy 😎👍,yeah buddy,positive,0.296,positive,0.9992,5
548,"Search Youtube for: ""If apple created windows 10""",search youtube for if apple created windows,positive,0.25,negative,0.9972,2
549,"And has been pointed out - Windows live tiles are Apple Desktop Widgets, windows version.",and has been pointed out windows live tiles are apple desktop widgets windows version,neutral,0.0,negative,0.6381,1
550,In functionality I guess but I definitely think Apple made it look a bit cleaner.,in functionality i guess but i definitely think apple made it look a bit cleaner,positive,0.6808,negative,0.9566,2
551, @larsspargur97  for his time windows phone looked really good and futuristic.,for his time windows phone looked really good and futuristic,positive,0.4927,positive,0.998,2
552, @larsspargur97  that's the sole difference.,that s the sole difference,neutral,0.0,positive,0.7686,1
553,EghosaB13 _ ikr I’ve been typing lol just to shortcut to the laughing emoji,eghosab ikr ive been typing lol just to shortcut to the laughing emoji,positive,0.7184,negative,0.9981,5
554,Joey pretty sure it was in iOS 12,joey pretty sure it was in ios,positive,0.6705,positive,0.581,1
555,"I think that being able to double tap into a shortcut now is pretty cool. It's also new, which explains the excitement lol",i think that being able to double tap into a shortcut now is pretty cool it s also new which explains the excitement lol,positive,0.8885,positive,0.9982,2
556,I never new it existed wow,i never new it existed wow,positive,0.5859,positive,0.9914,1
557,What about the fact that you don’t know how to spell the word ‘new’?,what about the fact that you dont know how to spell the word new,neutral,0.0,negative,0.9987,1
558,Because they look bigger and nicer,because they look bigger and nicer,positive,0.4404,positive,0.9998,2
559,"Damn android people are mad salty in here, just let the man enjoy the feature once it releases and move on. Yes we know it’s been a basic feature on android forever, no one is denying that and no one is saying it’s innovative. People are just excited to have features that iPhone didn’t have before finally getting implemented into iOS.",damn android people are mad salty in here just let the man enjoy the feature once it releases and move on yes we know its been a basic feature on android forever no one is denying that and no one is saying its innovative people are just excited to have features that iphone didnt have before finally getting implemented into ios,negative,-0.128,positive,0.9968,2
560,Android fanboys complain that iOS doesn’t have these feature and then when iOS gets them they complain that android did it first. You can’t win with these people.,android fanboys complain that ios doesnt have these feature and then when ios gets them they complain that android did it first you cant win with these people,negative,-0.7948,negative,0.9964,1
561,@RedViolet you can do the same in Android,you can do the same in android,neutral,0.0,negative,0.9612,1
562,both parties are correct apple is more minimalistic and better but it doesnt justify its pricepoint and random 500$ dollar increase for budget of phones with good cameras acros the entire industry.,both parties are correct apple is more minimalistic and better but it doesnt justify its pricepoint and random dollar increase for budget of phones with good cameras acros the entire industry,positive,0.8668,negative,0.9975,5
563,making its execution stil worse.,making its execution stil worse,negative,-0.4767,negative,0.9998,5
564,I gave up on iOS years ago and cannot believe this is being introduced now,i gave up on ios years ago and cannot believe this is being introduced now,neutral,0.0,negative,0.9562,1
565,"@RedViolet You know Android voicemail to text too, right?",you know android voicemail to text too right,neutral,0.0,negative,0.993,1
566,Just decline it by pushing side button,just decline it by pushing side button,neutral,0.0,negative,0.9959,4
567,Jesus christ these android fanboys are so desperate for attention. Who cares if Android has it first? It’s good that Apple  added these features. Bragging about your favourite OS having the features first is just childish.,jesus christ these android fanboys are so desperate for attention who cares if android has it first its good that apple added these features bragging about your favourite os having the features first is just childish,positive,0.18,negative,0.9997,2
568,But... you always had the option to exit from the call screen without interrupting the call on iPhone.,but you always had the option to exit from the call screen without interrupting the call on iphone,positive,0.3252,positive,0.8564,5
569,Been on Android for years,been on android for years,neutral,0.0,negative,0.8955,1
570," @naturedetectiveminecraft6362  It's also honestly hilarious how Android still only have 2-3 years of software support after all these years even though Apple supported the iPhone 3GS for 4 years way back since 2009. Not to mention every other modern smartphone is literally a copy of the original iPhone :), and let's not forget how android blatantly stole home gestures last year. Both OS steal from each other, there's nothing wrong with that--however people who complain about ""copying"" are just braindead fanboys tbh",it s also honestly hilarious how android still only have years of software support after all these years even though apple supported the iphone gs for years way back since not to mention every other modern smartphone is literally a copy of the original iphone and let s not forget how android blatantly stole home gestures last year both os steal from each other there s nothing wrong with that however people who complain about copying are just braindead fanboys tbh,positive,0.8598,positive,0.9942,1
571," @naturedetectiveminecraft6362  so what if it's been on android? It's not a competition, if you want to use android go ahead, who cares. You don't have to impose your ""phone type"" on anyone who doesn't use it. There's no master race for phones, just let people use what they want. Why do you really care?",so what if it s been on android it s not a competition if you want to use android go ahead who cares you don t have to impose your phone type on anyone who doesn t use it there s no master race for phones just let people use what they want why do you really care,positive,0.5709,negative,0.997,2
572,@Nature Detective Minecraft ok but like did I ask? Idc if it’s been on android,detective minecraft ok but like did i ask idc if its been on android,positive,0.5927,negative,0.9868,4
573,"As an iPhone convert, androids had the innovation but apple definitely executes better.",as an iphone convert androids had the innovation but apple definitely executes better,positive,0.8481,positive,0.9966,2
574, @dylanheflin3666  how tf does it exactly do it better 😂. Androids one has extra options but iphone one is so basic. It's STILL behind on everything it copies from android,how tf does it exactly do it better androids one has extra options but iphone one is so basic it s still behind on everything it copies from android,positive,0.2382,positive,0.971,2
575, @dylanheflin3666  Apple makes everything more aesthetic,apple makes everything more aesthetic,neutral,0.0,positive,0.9983,5
576,"Jesus, the android fanboys are horrible in this comment section",jesus the android fanboys are horrible in this comment section,negative,-0.5423,negative,0.9997,2
577,"Macabre and apple fanboys i like both i have used both, they are good in their own way",macabre and apple fanboys i like both i have used both they are good in their own way,positive,0.6597,positive,0.9998,2
578," @MacabreCODM  Android user here, I agree with that",android user here i agree with that,positive,0.3612,positive,0.9884,2
579,"Japanese keyboards *     you don’t need to get a Japanese iPhone just to use emoji search. It’s not entirely ios14 useful, but it’s enough",japanese keyboards you dont need to get a japanese iphone just to use emoji search its not entirely ios useful but its enough,negative,-0.2037,negative,0.8158,2
580,Ive had Apple emoji search for years here in New Zealand,ive had apple emoji search for years here in new zealand,neutral,0.0,negative,0.9817,1
581,Joshwa Katzio what seriously! I live in the uk. Help me get it too 😭,joshwa katzio what seriously i live in the uk help me get it too,positive,0.25,positive,0.9124,4
582,You can turn off camera,you can turn off camera,neutral,0.0,negative,0.9804,4
583,VFXPlug thats not what he meant..,vfxplug thats not what he meant,neutral,0.0,negative,0.9997,1
584,VFXPlug It’s less suspicious if you just pause.,vfxplug its less suspicious if you just pause,negative,-0.2975,negative,0.9944,1
585,I hate it,i hate it,negative,-0.5719,negative,0.9996,3
586,Can you do it with an iPhone 8+ too?,can you do it with an iphone too,neutral,0.0,negative,0.937,2
587,Taylor Meads yes,taylor meads yes,positive,0.4019,positive,0.9997,1
588,call me out for whatttt 🥺🤣,call me out for whatttt,neutral,0.0,negative,0.9908,3
589,That feature is already introduced on iPadOS,that feature is already introduced on ipados,neutral,0.0,negative,0.9853,5
590,Pain.,pain,negative,-0.5106,negative,0.9988,5
591,PiP has been available on iPads for a while and Youtube premium doesn't support it there. Can't imagine they will on the iPhone.,pip has been available on ipads for a while and youtube premium doesn t support it there can t imagine they will on the iphone,positive,0.4019,negative,0.9947,5
592," @JamesRoyceDawson  Well, Google is already testing PIP for iPhones",well google is already testing pip for iphones,positive,0.2732,negative,0.9795,5
593,"Apple: Joke's on you Youtube
Youtube: Bans Apple users from using Youtube",apple joke s on you youtube youtube bans apple users from using youtube,positive,0.296,negative,0.9993,5
594,I dont think you understand what youtube premium offers.,i dont think you understand what youtube premium offers,neutral,0.0,negative,0.9985,5
595,Android users : 👁👄👁,android users,neutral,0.0,positive,0.7735,1
596,Ads?,ads,neutral,0.0,negative,0.9762,5
597, @CurtKobe  youtube vanced exists. Search it up if you dont wanna pay for youtube premium but want pip and no ads on android,youtube vanced exists search it up if you dont wanna pay for youtube premium but want pip and no ads on android,negative,-0.2964,negative,0.9961,5
598,Cameron hilton they don’t watch how we do bro,cameron hilton they dont watch how we do bro,neutral,0.0,negative,0.9865,5
599,Lmao Android had it for a very long time,lmao android had it for a very long time,positive,0.5994,negative,0.9799,1
600,I only use YouTube premium for downloading 600+ videos on my 1TB iPad all because my wifi is too pathetic to load a 1080p video. That’s literally the only reason apart from getting no ads,i only use youtube premium for downloading videos on my tb ipad all because my wifi is too pathetic to load a p video thats literally the only reason apart from getting no ads,negative,-0.7096,negative,0.9996,5
601,"Bitz the Fox ... dam , smart ! Work WiFi sux.. great idea🤓 .. be safe🥰😷",bitz the fox dam smart work wifi sux great idea be safe,positive,0.802,negative,0.9482,4
602,doesn’t work for youtube app unfortunately so not really at all,doesnt work for youtube app unfortunately so not really at all,negative,-0.34,negative,0.9989,5
603,No. You actually cant use picture in picture for any music type videos. Its the same in android,no you actually cant use picture in picture for any music type videos its the same in android,negative,-0.296,negative,0.9976,2
604, @bab3300  u pretty much could honestly,u pretty much could honestly,positive,0.7351,positive,0.9892,1
605,"Babla u can on iphone at least, u go on yt on google and u can have music in the background",babla u can on iphone at least u go on yt on google and u can have music in the background,neutral,0.0,negative,0.9571,2
606, @bab3300  almost ever video player does that on Android lol,almost ever video player does that on android lol,positive,0.4215,negative,0.9331,3
607,I was thinking the same thing,i was thinking the same thing,neutral,0.0,negative,0.9921,4
608,"iOS 14 support PiP in apple Maps, Waze, YouYube, Facebook videos like android does?",ios support pip in apple maps waze youyube facebook videos like android does,positive,0.6369,negative,0.9682,2
609,Kids with strict parents finding out u can hide a home screen 👁👄👁,kids with strict parents finding out u can hide a home screen,negative,-0.1779,negative,0.9985,3
610,"Apple: listen to YouTube music while doing other stuff 
YouTube premium:",apple listen to youtube music while doing other stuff youtube premium,neutral,0.0,negative,0.6463,5
611,"As a full-time video editor, I'mma throw you a virtual high-five, bud. Great work.",as a full time video editor i mma throw you a virtual high five bud great work,positive,0.6249,positive,0.9986,4
612,"“you can finally hide apps you dont use”
holy shit they finally added a feature that i might actually use",you can finally hide apps you dont use holy shit they finally added a feature that i might actually use,positive,0.3013,negative,0.9265,2
613,"Marques: uses Siri shortcut to open google assistant.
Siri in the background: am I a joke to you? sad Siri noises",marques uses siri shortcut to open google assistant siri in the background am i a joke to you sad siri noises,negative,-0.2263,negative,0.999,5
614,"I was expecting him to say “so iOS 14 came out yesterday and Iv been using it for 2 weeks, here’s what I think”",i was expecting him to say so ios came out yesterday and iv been using it for weeks heres what i think,neutral,0.0,negative,0.9944,2
615,"7:37 - “Donde Esta La Bibliotecta” 😂
Community was such an awesome show! 👌🏽",donde esta la bibliotecta community was such an awesome show,positive,0.6249,positive,0.9998,5
616,I love how he acts as if he wasn't using it for the past 2 weeks,i love how he acts as if he wasn t using it for the past weeks,positive,0.6369,positive,0.9947,3
617,android user here: I quite like the tapping on the back features,android user here i quite like the tapping on the back features,positive,0.4201,positive,0.957,1
618,"Jailbreak: Makes something new
iOS Developers: Write that down write that down!",jailbreak makes something new ios developers write that down write that down,neutral,0.0,negative,0.994,1
619,"Finally, now I can play Clash Royale without some ***hole calling me mid game and ruining my game.",finally now i can play clash royale without some hole calling me mid game and ruining my game,positive,0.1027,positive,0.565,4
620,"I was expecting Marques to say: ""So I've been using iOS 14 for about a week now""",i was expecting marques to say so i ve been using ios for about a week now,neutral,0.0,negative,0.9916,2
621,“It took a decade but it’s finally here.” Lol,it took a decade but its finally here lol,positive,0.5719,negative,0.9945,5
622,Being partially deaf I'm loving the sound notifications and the ability to look something up when using Facetime. Great video - really clear thanks - have shared it.,being partially deaf i m loving the sound notifications and the ability to look something up when using facetime great video really clear thanks have shared it,positive,0.957,positive,0.9996,1
623,This man will never stop flexing with his camera resolution.,this man will never stop flexing with his camera resolution,positive,0.2235,positive,0.9996,4
624,"i love these “quality of life” updates. no new MAJOR features, just easier to access, navigate and use. the new feature with calls not taking up the entire screen is a big one for me.",i love these quality of life updates no new major features just easier to access navigate and use the new feature with calls not taking up the entire screen is a big one for me,positive,0.7239,positive,0.9941,3
625,"""I'm looking forward to having my Tesla widget where I can unlock the truck of my car just with a button."" And here I am.",i m looking forward to having my tesla widget where i can unlock the truck of my car just with a button and here i am,neutral,0.0,positive,0.999,4
626,7:20 Namaste 🙏🏻 ( Greetings without spreading infections 😊),namaste greetings without spreading infections,positive,0.4215,positive,0.995,4
627,"Me: Wiping my ass
Apple Watch: Vibrates Wipe for more 20 seconds",me wiping my ass apple watch vibrates wipe for more seconds,negative,-0.5423,negative,0.9862,1
628,"Apple looking at the jailbreak community: ""WRITE THAT DOWN WRITE THAT DOWN""",apple looking at the jailbreak community write that down write that down,neutral,0.0,negative,0.9934,4
629,i was so happy to see that,i was so happy to see that,positive,0.6948,positive,0.9999,1
630,Taylor Goss just be a good person you should have nothing to hide,taylor goss just be a good person you should have nothing to hide,positive,0.5296,positive,0.9993,5
631,OMG THANK YOU I NEVER REALISED YOU ARE MY SAVIOUR!!!!!!!!!!!!!!!!!!!!,omg thank you i never realised you are my saviour,positive,0.3612,positive,0.9992,3
632,You can probably turn it off in Apple family,you can probably turn it off in apple family,neutral,0.0,negative,0.9661,1
633,Yh that’s right,yh thats right,neutral,0.0,positive,0.9998,1
